name,type,type_en,tags
arrow-up-rhombus,轮廓线,outline,"proceed, swipe, below, shape, top, north, arrow, rhombus, direction, pointer"
arrow-up-right-circle,轮廓线,outline,"top, corner, point, arrow, right, circle, direction, pointer, increase, navigation"
arrow-up-right,轮廓线,outline,"top, corner, point, arrow, right, direction, pointer, increase, navigation, flow"
arrow-up-square,轮廓线,outline,"direction, north, arrow, square, pointer, top, increase, navigation, flow, rectangular"
arrow-up-tail,轮廓线,outline,"direction, north, arrow, tail, pointer, top, increase, navigation, flow, navigate"
arrow-up-to-arc,轮廓线,outline,"navigation, direction, upward, arch, flow, guide, path, interface, ui, arrow"
arrow-up,轮廓线,outline,"top, point, arrow, direction, pointer, increase, navigation, flow, navigate, move"
arrow-wave-left-down,轮廓线,outline,"direction, south, arrow, wave, left, down, pointer, bottom, decrease, navigation"
arrow-wave-left-up,轮廓线,outline,"direction, north, arrow, wave, left, pointer, top, increase, navigation, flow"
arrow-wave-right-down,轮廓线,outline,"direction, south, arrow, wave, right, down, pointer, bottom, decrease, navigation"
arrow-wave-right-up,轮廓线,outline,"direction, north, arrow, wave, right, pointer, top, increase, navigation, flow"
arrow-zig-zag,轮廓线,outline,"direction, cursor, pointer, turn, move, arrow, zig, zag, navigation, flow"
arrows-cross,轮廓线,outline,"direction, north, south, arrows, cross, navigation, flow, movement, route, path"
arrows-diagonal-2,轮廓线,outline,"zoom, corners, stretch, arrows, diagonal, navigation, flow, movement, route, path"
arrows-diagonal-minimize-2,轮廓线,outline,"direction, south, north, arrows, diagonal, minimize, navigation, flow, movement, route"
arrows-diagonal-minimize,轮廓线,outline,"direction, south, north, arrows, diagonal, minimize, navigation, flow, movement, route"
arrows-diagonal,轮廓线,outline,"zoom, corners, stretch, arrows, diagonal, navigation, flow, movement, route, path"
arrows-diff,轮廓线,outline,"direction, right, left, west, east, arrows, diff, navigation, flow, movement"
arrows-double-ne-sw,轮廓线,outline,"direction, north, south, arrows, double, navigation, flow, ne, sw, movement"
arrows-double-nw-se,轮廓线,outline,"direction, north, south, arrows, double, navigation, flow, nw, se, movement"
arrows-double-se-nw,轮廓线,outline,"direction, north, south, arrows, double, navigation, flow, se, nw, movement"
arrows-double-sw-ne,轮廓线,outline,"direction, north, south, arrows, double, navigation, flow, sw, ne, movement"
arrows-down-up,轮廓线,outline,"direction, north, south, arrows, down, bottom, decrease, top, increase, navigation"
arrows-down,轮廓线,outline,"direction, south, arrows, down, bottom, decrease, navigation, flow, fall, downward"
arrows-exchange-2,轮廓线,outline,"direction, west, east, arrows, exchange, navigation, flow, movement, route, path"
arrows-exchange,轮廓线,outline,"direction, west, east, arrows, exchange, navigation, flow, movement, route, path"
arrows-horizontal,轮廓线,outline,"zoom, stretch, left, right, arrows, horizontal, navigation, flow, movement, route"
arrows-join-2,轮廓线,outline,"direction, east, arrows, join, navigation, flow, movement, route, path, 2"
arrows-join,轮廓线,outline,"direction, east, arrows, join, navigation, flow, movement, route, path, pointers"
arrows-left-down,轮廓线,outline,"drag, move, arrows, left, down, bottom, decrease, navigation, flow, fall"
arrows-left-right,轮廓线,outline,"direction, east, west, arrows, left, right, navigation, flow, movement, route"
arrows-left,轮廓线,outline,"direction, west, arrows, left, navigation, flow, movement, route, path, pointers"
arrows-maximize,轮廓线,outline,"fullscreen, expand, arrows, maximize, navigation, flow, movement, route, path, pointers"
arrows-minimize,轮廓线,outline,"fullscreen, exit, close, arrows, minimize, navigation, flow, movement, route, path"
arrows-move-horizontal,轮廓线,outline,"direction, west, east, left, right, arrows, move, horizontal, navigation, flow"
arrows-move-vertical,轮廓线,outline,"direction, up, north, south, down, higher, lower, arrows, move, vertical"
arrows-move,轮廓线,outline,"direction, navigation, left, right, up, down, north, south, west, east, higher, lower"
arrows-random,轮廓线,outline,"direction, north, south, west, east, arrows, random, navigation, flow, movement"
arrows-right-down,轮廓线,outline,"drag, move, arrows, right, down, bottom, decrease, navigation, flow, fall"
arrows-right-left,轮廓线,outline,"direction, east, west, arrows, right, left, navigation, flow, movement, route"
arrows-right,轮廓线,outline,"direction, east, arrows, right, navigation, flow, movement, route, path, pointers"
arrows-shuffle-2,轮廓线,outline,"direction, random, cross, mix, music, arrows, shuffle, navigation, flow, movement"
arrows-shuffle,轮廓线,outline,"direction, random, cross, mix, music, arrows, shuffle, navigation, flow, movement"
arrows-sort,轮廓线,outline,"top, bottom, parallel, order, arrows, sort, navigation, flow, movement, route"
arrows-split-2,轮廓线,outline,"direction, navigation, east, arrows, split, flow, movement, route, path, 2"
arrows-split,轮廓线,outline,"direction, navigation, east, arrows, split, flow, movement, route, path, pointers"
arrows-transfer-down,轮廓线,outline,"direction, south, bottom, arrows, transfer, down, decrease, navigation, flow, fall"
arrows-transfer-up-down,轮廓线,outline,"transfer, exchange, direction, vertical, upward, downward, flow, guide, ui, interface"
arrows-transfer-up,轮廓线,outline,"direction, north, top, arrows, transfer, increase, navigation, flow, rise, upward"
arrows-up-down,轮廓线,outline,"direction, north, south, arrows, down, top, increase, bottom, decrease, navigation"
arrows-up-left,轮廓线,outline,"drag, move, arrows, left, top, increase, navigation, flow, rise, upward"
arrows-up-right,轮廓线,outline,"drag, move, arrows, right, top, increase, navigation, flow, rise, upward"
arrows-up,轮廓线,outline,"direction, north, arrows, top, increase, navigation, flow, rise, upward, up"
arrows-vertical,轮廓线,outline,"expand, stretch, top, bottom, arrows, vertical, navigation, flow, movement, route"
artboard-off,轮廓线,outline,"graphics, drawing, design, art, canvas, artboard, off, creative, artistic, disabled"
artboard,轮廓线,outline,"graphics, drawing, design, art, canvas, artboard, creative, artistic, visual, aesthetic"
article-off,轮廓线,outline,"news, newspaper, media, blog, article, off, disabled, inactive, file, paper"
article,轮廓线,outline,"news, newspaper, media, blog, article, file, paper, text, record, information"
aspect-ratio-off,轮廓线,outline,"size, dimension, width, height, orientation, aspect, ratio, off, content, entertainment"
aspect-ratio,轮廓线,outline,"size, dimension, width, height, orientation, aspect, ratio, content, entertainment, multimedia"
assembly-off,轮廓线,outline,"assembly, engineering, manufacturing, production, robotics, off, programming, software, disabled, inactive"
assembly,轮廓线,outline,"assembly, engineering, manufacturing, production, robotics, programming, software, coding, technical, developer"
asset,轮廓线,outline,"assembly, engineering, manufacturing, production, robotics, asset, programming, software, coding, technical"
asterisk-simple,轮廓线,outline,"star, password, security, asterisk, simple, typography, writing, font, character, word"
asterisk,轮廓线,outline,"star, password, security, asterisk, typography, writing, font, character, word"
at-off,轮廓线,outline,"email, message, mention, sign, @, off, disabled, inactive, at, typography"
at,轮廓线,outline,"email, message, mention, sign, @, at, typography, writing, font, character"
atom-2,轮廓线,outline,"unit, part, electrons, protons, neutrons, atom, 2, particle, molecule, science"
atom-off,轮廓线,outline,"unit, part, electrons, atom, off, disabled, inactive, particle, molecule, science"
atom,轮廓线,outline,"unit, part, electrons, atom, particle, molecule, science, physics, chemistry"
augmented-reality-2,轮廓线,outline,"technology, dimensional, geometry, augmented, reality, control, operation, function, interface, management"
augmented-reality-off,轮廓线,outline,"technology, dimensional, geometry, augmented, reality, off, control, operation, disabled, inactive"
augmented-reality,轮廓线,outline,"technology, dimensional, geometry, augmented, reality, control, operation, function, interface, management"
auth-2fa,轮廓线,outline,"login, password, verification, code, two-step, auth, 2fa, programming, software, coding"
automatic-gearbox,轮廓线,outline,"transmission, gear, vehicle, automation, system, car, drive, mechanism, engage, control"
automation,轮廓线,outline,"technology, process, efficiency, machine, control, system, software, robotics, engineering, industry"
avocado,轮廓线,outline,"fruit, food, green, nutrition, healthy, ingredient, diet, vegetable, meal, snack"
award-off,轮廓线,outline,"prize, reward, competition, contest, win, award, off, disabled, inactive"
award,轮廓线,outline,"prize, reward, competition, contest, win, award"
axe,轮廓线,outline,"blade, wood, tool, hatchet, axe, entertainment, playing, recreation, fun, activity"
axis-x,轮廓线,outline,"math, geometry, axis, navigation, flow, movement, route, path, x"
axis-y,轮廓线,outline,"math, geometry, axis, navigation, flow, movement, route, path, y"
baby-bottle,轮廓线,outline,"kid, milk, child, food, drink, feeding, baby, bottle, medical, wellness"
baby-carriage,轮廓线,outline,"child, infant, cradle, pram, baby, carriage, medical, wellness, healthcare, treatment"
background,轮廓线,outline,"backdrop, setting, context, environment, scene, ambient, surroundings, scape, contextual, atmosphere"
backhoe,轮廓线,outline,"rear, equipment, digger, excavation, tractor, loader, construction, site, excavator, backhoe"
backpack-off,轮廓线,outline,"education, school, learning, adventure, travel, backpack, off, store, purchase, disabled"
backpack,轮廓线,outline,"education, school, learning, adventure, travel, backpack, store, purchase, shopping, retail"
backslash,轮廓线,outline,"character, typography, escape, code, text, programming, syntax, keyboard, punctuation, backslash"
backspace,轮廓线,outline,"delete, remove, eliminate, backspace, typography, writing, font, character, word"
badge-2k,轮廓线,outline,"award, medal, prize, honor, accolade, trophy, emblem, badge, insignia, label"
badge-3d,轮廓线,outline,"shape, movie, glasses, film, badge, 3d, award, achievement, recognition, certificate"
badge-3k,轮廓线,outline,"emblem, award, medallion, accolade, honor, merit, distinction, prize, recognition, label"
badge-4k,轮廓线,outline,"shape, high, resolution, video, display, badge, 4k, award, achievement, recognition"
badge-5k,轮廓线,outline,"emblem, award, medallion, accolade, honor, merit, distinction, prize, recognition, label"
badge-8k,轮廓线,outline,"shape, high, resolution, video, display, badge, 8k, award, achievement, recognition"
badge-ad-off,轮廓线,outline,"shape, marketing, media, promotion, advertising, advertisement, badge, off, disabled, inactive"
badge-ad,轮廓线,outline,"shape, marketing, media, promotion, advertising, advertisement, badge, ad, award, achievement"
badge-ar,轮廓线,outline,"shape, agumented, reality, techonoly, badge, ar, award, achievement, recognition, certificate"
badge-cc,轮廓线,outline,"shape, accessiblity, subtitles, youtube, netflix, badge, cc, award, achievement, recognition"
badge-hd,轮廓线,outline,"shape, video, display, resolution, movie, badge, hd, award, achievement, recognition"
badge-off,轮廓线,outline,"army, badge, military, rank, soldier, war, off, disabled, inactive, label"
